USER_NAME,ROLE_NAME,LOCATION,Novex Role
32002145,IL_PLANING_OFFCER,1777,SOD Planning Officer
31967300,IL_PLANING_OFFCER,1800,SOD Planning Officer
31994000,IL_PLANING_OFFCER,1856,SOD Planning Officer
32002453,IL_PLANING_OFFCER,1953,SOD Planning Officer
31957290,IL_PLANING_OFFCER,2408,SOD Planning Officer
31947890,IL_PLANT_INCHARG,1256,Plant Incharge SOD 
30065630,IL_PLANT_INCHARG,1845,Plant Incharge SOD 
31909710,IL_DGM_SODZONE,1726,Zonal LPG SOD
31950980,IL_MNGR_DNTSODZONE,1726,Zonal SOD
31901490,IL_OPNHEAD_SODZONE,1250,Zonal Head LEVEL SOD
31966370,IL_PLANING_OFFCER,1128,SOD Planning Officer
31917700,IL_PLANING_OFFCER,1256,SOD Planning Officer
31993850,IL_PLANING_OFFCER,1305,SOD Planning Officer
31981190,IL_PLANING_OFFCER,1546,SOD Planning Officer
31959080,IL_PLANING_OFFCER,1644,SOD Planning Officer
31953110,IL_PLANING_OFFCER,1656,SOD Planning Officer
31995480,IL_PLANING_OFFCER,1919,SOD Planning Officer
31950730,IL_PLANING_OFFCER,1992,SOD Planning Officer
31990070,IL_PLANING_OFFCER,4512,SOD Planning Officer
31962310,IL_PLANING_OFFCER,4546,SOD Planning Officer
32002299,IL_PLANING_OFFCER,4957,SOD Planning Officer
31924730,IL_PLANT_INCHARG,1341,Plant Incharge SOD 
31919540,IL_PLANT_INCHARG,1509,Plant Incharge SOD 
31913930,IL_PLANT_INCHARG,1551,Plant Incharge SOD 
31923710,IL_PLANT_INCHARG,1856,Plant Incharge SOD 
31938590,IL_DGM_SODZONE,1350,Zonal LPG SOD
31994030,IL_PLANING_OFFCER,1424,SOD Planning Officer
31995620,IL_PLANING_OFFCER,1424,SOD Planning Officer
31999070,IL_PLANING_OFFCER,1583,SOD Planning Officer
31999640,IL_PLANING_OFFCER,1157,SOD Planning Officer
31954520,IL_PLANING_OFFCER,1292,SOD Planning Officer
31956050,IL_PLANING_OFFCER,1397,SOD Planning Officer
32002157,IL_PLANING_OFFCER,1410,SOD Planning Officer
31974060,IL_PLANING_OFFCER,1527,SOD Planning Officer
31977140,IL_PLANING_OFFCER,1546,SOD Planning Officer
31986020,IL_PLANING_OFFCER,1742,SOD Planning Officer
31954500,IL_PLANING_OFFCER,1742,SOD Planning Officer
31907250,IL_PLANING_OFFCER,1845,SOD Planning Officer
35326550,IL_PLANING_OFFCER,1919,SOD Planning Officer
31995590,IL_PLANING_OFFCER,4664,SOD Planning Officer
31914880,IL_PLANT_INCHARG,1164,Plant Incharge SOD 
31907540,IL_PLANT_INCHARG,1187,Plant Incharge SOD 
31931190,IL_PLANT_INCHARG,1424,Plant Incharge SOD 
35296350,IL_PLANT_INCHARG,1650,Plant Incharge SOD 
31977680,IL_PLANT_INCHARG,1689,Plant Incharge SOD 
31953140,IL_PLANT_INCHARG,1915,Plant Incharge SOD 
31913200,IL_PLANT_INCHARG,1937,Plant Incharge SOD 
31916770,IL_DGM_SODNFP,1000,HQO SOD
30065530,IL_DGM_SODZONE,1000,Zonal LPG SOD
31905100,IL_DGM_SODZONE,1449,Zonal LPG SOD
31968120,IL_PLANING_OFFCER,1157,SOD Planning Officer
35414050,IL_PLANING_OFFCER,1254,SOD Planning Officer
31999610,IL_PLANING_OFFCER,1278,SOD Planning Officer
31972270,IL_PLANING_OFFCER,1292,SOD Planning Officer
31949070,IL_PLANING_OFFCER,1449,SOD Planning Officer
31941230,IL_PLANING_OFFCER,1546,SOD Planning Officer
31951530,IL_PLANING_OFFCER,1644,SOD Planning Officer
31908800,IL_PLANING_OFFCER,1644,SOD Planning Officer
31961230,IL_PLANING_OFFCER,1845,SOD Planning Officer
31994820,IL_PLANING_OFFCER,1937,SOD Planning Officer
35297740,IL_PLANING_OFFCER,1937,SOD Planning Officer
31938430,IL_PLANT_INCHARG,1254,Plant Incharge SOD 
31948930,IL_PLANT_INCHARG,1308,Plant Incharge SOD 
31964630,IL_EXEOFF_DNTSODZONE,1600,Zonal SOD
31922050,IL_CHMNGR_DNTSODZONE,1350,Zonal SOD
31957820,IL_PLANING_OFFCER,1128,SOD Planning Officer
31974870,IL_PLANING_OFFCER,1128,SOD Planning Officer
31943770,IL_PLANING_OFFCER,1281,SOD Planning Officer
32002451,IL_PLANING_OFFCER,1546,SOD Planning Officer
31982100,IL_PLANING_OFFCER,1677,SOD Planning Officer
31937490,IL_PLANING_OFFCER,1777,SOD Planning Officer
30078130,IL_PLANING_OFFCER,1871,SOD Planning Officer
31951790,IL_PLANING_OFFCER,1979,SOD Planning Officer
31901010,IL_PLANING_OFFCER,1991,SOD Planning Officer
32002482,IL_PLANING_OFFCER,3708,SOD Planning Officer
31951710,IL_PLANING_OFFCER,4957,SOD Planning Officer
31957470,IL_COLA_PLANNING,1000,COLA HQO Officer SOD
31907050,IL_PLANT_INCHARG,4957,Plant Incharge SOD 
31940160,IL_PLANT_INCHARG,1242,Plant Incharge SOD 
31910830,IL_PLANT_INCHARG,1992,Plant Incharge SOD 
31924860,IL_CHMNGR_DNTSODZONE,1450,Zonal SOD
31914220,IL_DGM_SODNFP,1000,HQO SOD
31904330,IL_GM_SOD,1000,HQO SOD
31975030,IL_PLANING_OFFCER,1216,SOD Planning Officer
31977320,IL_PLANING_OFFCER,1221,SOD Planning Officer
31979660,IL_PLANING_OFFCER,1221,SOD Planning Officer
31979740,IL_PLANING_OFFCER,1233,SOD Planning Officer
31990340,IL_PLANING_OFFCER,1292,SOD Planning Officer
31952880,IL_PLANING_OFFCER,1319,SOD Planning Officer
31979050,IL_PLANING_OFFCER,1341,SOD Planning Officer
31952780,IL_PLANING_OFFCER,1457,SOD Planning Officer
31962100,IL_PLANING_OFFCER,1527,SOD Planning Officer
31996430,IL_PLANING_OFFCER,1546,SOD Planning Officer
31999220,IL_PLANING_OFFCER,1546,SOD Planning Officer
31982020,IL_PLANING_OFFCER,1723,SOD Planning Officer
31971830,IL_PLANING_OFFCER,1775,SOD Planning Officer
31984940,IL_PLANING_OFFCER,1777,SOD Planning Officer
31958870,IL_PLANING_OFFCER,1845,SOD Planning Officer
32002086,IL_PLANING_OFFCER,1845,SOD Planning Officer
32001650,IL_PLANING_OFFCER,1915,SOD Planning Officer
31996190,IL_PLANING_OFFCER,1940,SOD Planning Officer
31995260,IL_PLANING_OFFCER,1973,SOD Planning Officer
35418130,IL_PLANING_OFFCER,1992,SOD Planning Officer
32002361,IL_PLANING_OFFCER,3718,SOD Planning Officer
39834970,IL_PLANING_OFFCER,3718,SOD Planning Officer
30077290,IL_PLANING_OFFCER,3718,SOD Planning Officer
31918360,IL_PLANT_INCHARG,4665,Plant Incharge SOD 
31901350,IL_PLANT_INCHARG,1652,Plant Incharge SOD 
30061730,IL_PLANT_INCHARG,1991,Plant Incharge SOD 
31950110,IL_DGM_SODZONE,1770,Zonal LPG SOD
31902360,IL_PLANING_OFFCER,1554,SOD Planning Officer
31966820,IL_PLANING_OFFCER,1155,SOD Planning Officer
31966870,IL_PLANING_OFFCER,1187,SOD Planning Officer
31974550,IL_PLANING_OFFCER,1305,SOD Planning Officer
32002382,IL_PLANING_OFFCER,1334,SOD Planning Officer
31970490,IL_PLANING_OFFCER,1498,SOD Planning Officer
31994730,IL_PLANING_OFFCER,1527,SOD Planning Officer
31939390,IL_PLANING_OFFCER,1895,SOD Planning Officer
31952850,IL_PLANING_OFFCER,1940,SOD Planning Officer
31914760,IL_PLANING_OFFCER,4664,SOD Planning Officer
31916340,IL_PLANT_INCHARG,1554,Plant Incharge SOD 
31924000,IL_PLANT_INCHARG,1656,Plant Incharge SOD 
31901290,IL_DGM_SODZONE,1726,Zonal LPG SOD
31902300,IL_DGM_SODZONE,1770,Zonal LPG SOD
31949500,IL_MANAGER_SOD,1000,HQO SOD
31977560,IL_MNGR_DNTSODZONE,1449,Zonal SOD
31981180,IL_PLANING_OFFCER,1313,SOD Planning Officer
31966830,IL_PLANING_OFFCER,1457,SOD Planning Officer
31953850,IL_PLANING_OFFCER,1546,SOD Planning Officer
32002313,IL_PLANING_OFFCER,1584,SOD Planning Officer
31945680,IL_PLANING_OFFCER,1588,SOD Planning Officer
31922000,IL_PLANING_OFFCER,1644,SOD Planning Officer
31995130,IL_PLANING_OFFCER,1800,SOD Planning Officer
32002146,IL_PLANING_OFFCER,1892,SOD Planning Officer
30073640,IL_PLANING_OFFCER,1973,SOD Planning Officer
32001770,IL_PLANING_OFFCER,1973,SOD Planning Officer
31926950,IL_PLANING_OFFCER,1991,SOD Planning Officer
31984870,IL_PLANING_OFFCER,3129,SOD Planning Officer
31948090,IL_COLA_PLANNING,9055,COLA HQO Officer SOD
31907770,IL_PLANT_INCHARG,1180,Plant Incharge SOD 
31906080,IL_PLANT_INCHARG,1281,Plant Incharge SOD 
31907850,IL_PLANT_INCHARG,1833,Plant Incharge SOD 
31914460,IL_DGM_SODNFP,1000,HQO SOD
31923130,IL_DGM_SODZONE,1350,Zonal LPG SOD
31914350,IL_GM_SOD,1000,HQO SOD
31916350,IL_CHMNGR_DNTSODZONE,1449,Zonal SOD
31977210,IL_PLANING_OFFCER,1180,SOD Planning Officer
31951270,IL_PLANING_OFFCER,3562,SOD Planning Officer
31962320,IL_PLANING_OFFCER,1146,SOD Planning Officer
31962020,IL_PLANING_OFFCER,1157,SOD Planning Officer
31984620,IL_PLANING_OFFCER,1221,SOD Planning Officer
31967570,IL_PLANING_OFFCER,1242,SOD Planning Officer
31985570,IL_PLANING_OFFCER,1242,SOD Planning Officer
31971910,IL_PLANING_OFFCER,1242,SOD Planning Officer
31993220,IL_PLANING_OFFCER,1259,SOD Planning Officer
31960250,IL_PLANING_OFFCER,1278,SOD Planning Officer
31989600,IL_PLANING_OFFCER,1281,SOD Planning Officer
31922180,IL_PLANING_OFFCER,1292,SOD Planning Officer
31915200,IL_PLANING_OFFCER,1546,SOD Planning Officer
31957010,IL_PLANING_OFFCER,1584,SOD Planning Officer
35298020,IL_PLANING_OFFCER,1636,SOD Planning Officer
31952340,IL_PLANING_OFFCER,1677,SOD Planning Officer
31975850,IL_PLANING_OFFCER,1797,SOD Planning Officer
31975600,IL_PLANING_OFFCER,1895,SOD Planning Officer
31959630,IL_PLANING_OFFCER,1979,SOD Planning Officer
31972500,IL_PLANING_OFFCER,1992,SOD Planning Officer
31909490,IL_PLANING_OFFCER,3708,SOD Planning Officer
31994220,IL_PLANING_OFFCER,3718,SOD Planning Officer
31994510,IL_PLANING_OFFCER,4546,SOD Planning Officer
31940190,IL_PLANT_INCHARG,3352,Plant Incharge SOD 
30049020,IL_PLANT_INCHARG,1442,Plant Incharge SOD 
31907520,IL_PLANT_INCHARG,1712,Plant Incharge SOD 
30064990,IL_PLANT_INCHARG,1800,Plant Incharge SOD 
31913480,IL_PLANT_INCHARG,1871,Plant Incharge SOD 
30068410,IL_PLANT_INCHARG,1973,Plant Incharge SOD 
31913860,IL_CHMNGR_DNTSODZONE,1730,Zonal SOD
30065620,IL_DGM_SODZONE,1600,Zonal LPG SOD
31901360,IL_DGM_SODZONE,1662,Zonal LPG SOD
31906900,IL_DGM_SODZONE,1750,Zonal LPG SOD
31904450,IL_ED_SOD,1000,HQO Head SOD
31900670,IL_GM_SOD,1600,HQO SOD
31968510,IL_MANAGER_SOD,1000,HQO SOD
31907340,IL_OPNHEAD_SODZONE,1350,Zonal Head LEVEL SOD
31929070,IL_PLANING_OFFCER,1554,SOD Planning Officer
31958270,IL_PLANING_OFFCER,1583,SOD Planning Officer
31980620,IL_PLANING_OFFCER,1242,SOD Planning Officer
31927040,IL_PLANING_OFFCER,1256,SOD Planning Officer
31948120,IL_PLANING_OFFCER,1341,SOD Planning Officer
31974810,IL_PLANING_OFFCER,1436,SOD Planning Officer
31968850,IL_PLANING_OFFCER,1442,SOD Planning Officer
31963000,IL_PLANING_OFFCER,1527,SOD Planning Officer
32002497,IL_PLANING_OFFCER,1588,SOD Planning Officer
31917230,IL_PLANING_OFFCER,1992,SOD Planning Officer
31939520,IL_PLANING_OFFCER,1999,SOD Planning Officer
31959680,IL_PLANING_OFFCER,3708,SOD Planning Officer
30049170,IL_PLANING_OFFCER,4546,SOD Planning Officer
32002568,IL_PLANING_OFFCER,4664,SOD Planning Officer
31972580,IL_PLANT_INCHARG,1462,Plant Incharge SOD 
31948720,IL_PLANT_INCHARG,1546,Plant Incharge SOD 
31939080,IL_PLANT_INCHARG,1953,Plant Incharge SOD 
31923420,IL_CHMNGR_DNTSODZONE,7020,Zonal SOD
31913660,IL_DGM_SODZONE,1100,Zonal LPG SOD
30077030,IL_DGM_SODZONE,1370,Zonal LPG SOD
31909150,IL_EXEOFF_DNTSODZONE,1350,Zonal SOD
31913160,IL_CHMNGR_DNTSODZONE,1200,Zonal SOD
31923840,IL_PLANING_OFFCER,1164,SOD Planning Officer
31985760,IL_PLANING_OFFCER,1221,SOD Planning Officer
31957880,IL_PLANING_OFFCER,1281,SOD Planning Officer
31908700,IL_PLANING_OFFCER,1457,SOD Planning Officer
31989540,IL_PLANING_OFFCER,1584,SOD Planning Officer
31990430,IL_PLANING_OFFCER,1588,SOD Planning Officer
31906590,IL_PLANING_OFFCER,1644,SOD Planning Officer
31994340,IL_PLANING_OFFCER,1644,SOD Planning Officer
31977680,IL_PLANING_OFFCER,1672,SOD Planning Officer
31908230,IL_PLANING_OFFCER,1777,SOD Planning Officer
31996130,IL_PLANING_OFFCER,1797,SOD Planning Officer
32002351,IL_PLANING_OFFCER,1919,SOD Planning Officer
32002110,IL_PLANING_OFFCER,1953,SOD Planning Officer
31917290,IL_PLANING_OFFCER,1992,SOD Planning Officer
31949560,IL_PLANING_OFFCER,4205,SOD Planning Officer
31908850,IL_PLANING_OFFCER,4546,SOD Planning Officer
31909770,IL_PLANING_OFFCER,4546,SOD Planning Officer
31952390,IL_PLANT_INCHARG,1155,Plant Incharge SOD 
31900600,IL_DGM_SODZONE,1370,Zonal LPG SOD
31948880,IL_MANAGER_SOD,1000,HQO SOD
31909600,IL_OPNHEAD_SODZONE,1120,Zonal Head LEVEL SOD
31906680,IL_DGM_SODZONE,1200,Zonal LPG SOD
31962790,IL_PLANING_OFFCER,1128,SOD Planning Officer
31968320,IL_PLANING_OFFCER,1233,SOD Planning Officer
31984690,IL_PLANING_OFFCER,1584,SOD Planning Officer
31931070,IL_PLANING_OFFCER,1630,SOD Planning Officer
31975590,IL_PLANING_OFFCER,1656,SOD Planning Officer
31980770,IL_PLANING_OFFCER,1723,SOD Planning Officer
31927770,IL_PLANING_OFFCER,1937,SOD Planning Officer
31901440,IL_PLANT_INCHARG,3708,Plant Incharge SOD 
31948690,IL_PLANT_INCHARG,1128,Plant Incharge SOD 
31949580,IL_MANAGER_SOD,1000,HQO SOD
32001790,IL_PLANING_OFFCER,1146,SOD Planning Officer
31968530,IL_PLANING_OFFCER,1164,SOD Planning Officer
31959530,IL_PLANING_OFFCER,1187,SOD Planning Officer
31948440,IL_PLANING_OFFCER,1504,SOD Planning Officer
35415630,IL_PLANING_OFFCER,1546,SOD Planning Officer
31982490,IL_PLANING_OFFCER,1546,SOD Planning Officer
35297660,IL_PLANING_OFFCER,1644,SOD Planning Officer
31952860,IL_PLANING_OFFCER,1723,SOD Planning Officer
31970730,IL_PLANING_OFFCER,1775,SOD Planning Officer
35327040,IL_PLANING_OFFCER,1833,SOD Planning Officer
31917510,IL_PLANING_OFFCER,1845,SOD Planning Officer
31996160,IL_PLANING_OFFCER,1871,SOD Planning Officer
31989560,IL_PLANING_OFFCER,1937,SOD Planning Officer
39834340,IL_PLANING_OFFCER,1992,SOD Planning Officer
31944540,IL_PLANING_OFFCER,1999,SOD Planning Officer
31915940,IL_PLANT_INCHARG,1457,Plant Incharge SOD 
31922580,IL_PLANT_INCHARG,1527,Plant Incharge SOD 
31959620,IL_PLANING_OFFCER,1424,SOD Planning Officer
31964500,IL_PLANING_OFFCER,1187,SOD Planning Officer
31967120,IL_PLANING_OFFCER,1278,SOD Planning Officer
31990120,IL_PLANING_OFFCER,1305,SOD Planning Officer
31963340,IL_PLANING_OFFCER,1334,SOD Planning Officer
31995640,IL_PLANING_OFFCER,1397,SOD Planning Officer
31968620,IL_PLANING_OFFCER,1410,SOD Planning Officer
32002159,IL_PLANING_OFFCER,1410,SOD Planning Officer
31913930,IL_PLANING_OFFCER,1551,SOD Planning Officer
31953000,IL_PLANING_OFFCER,1584,SOD Planning Officer
32002392,IL_PLANING_OFFCER,1723,SOD Planning Officer
32001010,IL_PLANING_OFFCER,1775,SOD Planning Officer
31950920,IL_PLANING_OFFCER,1937,SOD Planning Officer
31952040,IL_PLANING_OFFCER,1940,SOD Planning Officer
31954460,IL_PLANING_OFFCER,4546,SOD Planning Officer
31922740,IL_PLANT_INCHARG,2458,Plant Incharge SOD 
31907740,IL_PLANT_INCHARG,1221,Plant Incharge SOD 
31940940,IL_PLANT_INCHARG,1278,Plant Incharge SOD 
31906260,IL_PLANT_INCHARG,1305,Plant Incharge SOD 
31951810,IL_PLANT_INCHARG,1385,Plant Incharge SOD 
31928490,IL_PLANT_INCHARG,1485,Plant Incharge SOD 
31924090,IL_PLANT_INCHARG,1630,Plant Incharge SOD 
31922150,IL_PLANT_INCHARG,1742,Plant Incharge SOD 
31905220,IL_PLANT_INCHARG,1919,Plant Incharge SOD 
30067500,IL_DGM_SODZONE,1100,Zonal LPG SOD
31901360,IL_OPNHEAD_SODZONE,1670,Zonal Head LEVEL SOD
31906280,IL_OPNHEAD_SODZONE,1770,Zonal Head LEVEL SOD
31963540,IL_MNGR_DNTSODZONE,1120,Zonal SOD
31977840,IL_PLANING_OFFCER,1254,SOD Planning Officer
31974490,IL_PLANING_OFFCER,1305,SOD Planning Officer
31999630,IL_PLANING_OFFCER,1308,SOD Planning Officer
31941480,IL_PLANING_OFFCER,1313,SOD Planning Officer
31946190,IL_PLANING_OFFCER,1385,SOD Planning Officer
35325710,IL_PLANING_OFFCER,1871,SOD Planning Officer
31995610,IL_PLANING_OFFCER,1879,SOD Planning Officer
31958820,IL_PLANING_OFFCER,1979,SOD Planning Officer
31924010,IL_PLANING_OFFCER,1992,SOD Planning Officer
31916630,IL_PLANT_INCHARG,3778,Plant Incharge SOD 
31917340,IL_PLANT_INCHARG,1216,Plant Incharge SOD 
31922330,IL_PLANT_INCHARG,1292,Plant Incharge SOD 
31939800,IL_PLANT_INCHARG,1313,Plant Incharge SOD 
31946020,IL_PLANT_INCHARG,1435,Plant Incharge SOD 
31945020,IL_PLANT_INCHARG,1436,Plant Incharge SOD 
31917960,IL_PLANT_INCHARG,1588,Plant Incharge SOD 
31908840,IL_DGM_SODNFP,1000,HQO SOD
31966010,IL_EXEOFF_DNTSODZONE,9055,Zonal SOD
31957340,IL_PLANING_OFFCER,1259,SOD Planning Officer
35418340,IL_PLANING_OFFCER,1341,SOD Planning Officer
31982010,IL_PLANING_OFFCER,1509,SOD Planning Officer
31952470,IL_PLANING_OFFCER,1630,SOD Planning Officer
31995380,IL_PLANING_OFFCER,1775,SOD Planning Officer
31968800,IL_PLANING_OFFCER,1892,SOD Planning Officer
31954480,IL_PLANING_OFFCER,1919,SOD Planning Officer
31994810,IL_PLANING_OFFCER,1991,SOD Planning Officer
31989500,IL_PLANING_OFFCER,1992,SOD Planning Officer
31904460,IL_PLANING_OFFCER,3718,SOD Planning Officer
31911920,IL_PLANT_INCHARG,1410,Plant Incharge SOD 
31952550,IL_PLANT_INCHARG,1672,Plant Incharge SOD 
31927340,IL_CHMNGR_DNTSODZONE,1120,Zonal SOD
31900220,IL_GM_SOD,1000,HQO SOD
31973940,IL_MNGR_DNTSODZONE,1120,Zonal SOD
31958290,IL_PLANING_OFFCER,1183,SOD Planning Officer
31984660,IL_PLANING_OFFCER,1216,SOD Planning Officer
31924350,IL_PLANING_OFFCER,1221,SOD Planning Officer
31975160,IL_PLANING_OFFCER,1410,SOD Planning Officer
31995850,IL_PLANING_OFFCER,1485,SOD Planning Officer
31960720,IL_PLANING_OFFCER,1527,SOD Planning Officer
31982250,IL_PLANING_OFFCER,1546,SOD Planning Officer
32002516,IL_PLANING_OFFCER,1650,SOD Planning Officer
31990390,IL_PLANING_OFFCER,1677,SOD Planning Officer
31945720,IL_PLANING_OFFCER,1777,SOD Planning Officer
31958060,IL_PLANING_OFFCER,1991,SOD Planning Officer
35325230,IL_PLANING_OFFCER,1999,SOD Planning Officer
31907050,IL_PLANING_OFFCER,4957,SOD Planning Officer
31916330,IL_PLANT_INCHARG,4512,Plant Incharge SOD 
31948900,IL_PLANT_INCHARG,1146,Plant Incharge SOD 
31945240,IL_PLANT_INCHARG,1583,Plant Incharge SOD 
31913330,IL_PLANT_INCHARG,1797,Plant Incharge SOD 
31917750,IL_DGM_SODNFP,1000,HQO SOD
31906280,IL_DGM_SODZONE,1770,Zonal LPG SOD
31923130,IL_CHMNGR_DNTSODZONE,1350,Zonal SOD
